City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Madingou,CG,2022-05-04 03:36:29,-4.1536,13.55,72.84,96,100,1.61
296,Husavik,IS,2022-05-04 03:36:29,66.0449,-17.3389,31.26,95,100,13.31
297,Petropavlovsk-Kamchatskiy,RU,2022-05-04 03:36:30,53.0452,158.6483,39.79,56,75,6.71
298,Sorland,NO,2022-05-04 03:36:30,67.667,12.6934,34.86,58,100,5.32
299,Sur,OM,2022-05-04 03:36:31,22.5667,59.5289,86.16,50,0,5.41
300,Hilo,US,2022-05-04 03:36:31,19.7297,-155.09,74.28,96,100,7.0
301,Bjelovar,HR,2022-05-04 03:36:32,45.8986,16.8489,51.89,82,100,3.74
302,Ballina,AU,2022-05-04 03:36:32,-28.8667,153.5667,76.01,74,100,8.05
303,Ambilobe,MG,2022-05-04 03:36:32,-13.2,49.05,71.82,87,27,3.24
304,Zhigansk,RU,2022-05-04 03:36:33,66.7697,123.3711,28.15,78,100,6.46
305,Puerto Cabezas,NI,2022-05-04 03:36:33,14.0351,-83.3888,79.16,89,96,10.16
306,San Lawrenz,MT,2022-05-04 03:36:34,36.0553,14.204,59.86,89,19,4.74
307,Coquimbo,CL,2022-05-04 03:36:34,-29.9533,-71.3436,51.53,100,100,1.14
308,Pastos Bons,BR,2022-05-04 03:36:34,-6.6017,-44.0767,75.88,79,100,1.99
309,Kohtla-Nomme,EE,2022-05-04 03:36:35,59.3517,27.175,34.23,63,5,9.35
310,Olafsvik,IS,2022-05-04 03:36:35,64.8945,-23.7142,33.85,63,64,9.57
311,Norman Wells,CA,2022-05-04 03:36:36,65.282,-126.8329,57.24,44,75,6.91
312,Raga,SS,2022-05-04 03:36:36,8.4596,25.678,72.7,86,100,5.59
313,Celestun,MX,2022-05-04 03:36:36,20.8667,-90.4,80.64,76,20,13.35
314,Acapulco,MX,2022-05-04 03:33:12,16.8634,-99.8901,80.42,74,40,6.91
315,Puntarenas,CR,2022-05-04 03:34:54,9.9763,-84.8384,78.57,82,100,0.45
316,Baraki Barak,AF,2022-05-04 03:36:37,33.9675,68.9486,56.97,68,97,4.29
317,Labrea,BR,2022-05-04 03:36:37,-7.2586,-64.7981,72.88,98,100,0.89
318,Kamenka,RU,2022-05-04 03:36:38,51.3223,42.7678,49.89,58,28,11.54
319,Ongandjera,NA,2022-05-04 03:36:38,-17.8833,15.0667,62.2,45,0,8.23
320,Arlit,NE,2022-05-04 03:36:39,18.7369,7.3853,82.72,11,12,8.3
321,Beloha,MG,2022-05-04 03:36:39,-25.1667,45.05,65.61,84,0,10.31
322,Chokwe,MZ,2022-05-04 03:36:39,-24.5333,32.9833,62.49,95,0,2.95
323,Tintigny,BE,2022-05-04 03:36:40,49.6833,5.5135,48.2,79,21,4.54
324,Tommot,RU,2022-05-04 03:36:40,58.9564,126.2925,42.44,76,98,6.04
325,Inhambane,MZ,2022-05-04 03:36:41,-23.865,35.3833,66.18,94,20,3.44
326,Vila Velha,BR,2022-05-04 03:36:41,-20.3297,-40.2925,76.95,86,20,11.01
327,Carolina,PR,2022-05-04 03:36:42,18.3808,-65.9574,78.96,90,40,9.22
328,Vilcun,CL,2022-05-04 03:36:42,-38.65,-72.2333,39.94,97,68,2.68
329,San Carlos De Bariloche,AR,2022-05-04 03:36:42,-41.1456,-71.3082,51.55,76,99,18.41
330,Lusambo,CD,2022-05-04 03:36:43,-4.9667,23.45,68.43,96,25,2.26
331,Sabang,ID,2022-05-04 03:36:43,5.8933,95.3214,78.84,89,100,15.73
332,Chimichagua,CO,2022-05-04 03:36:44,9.2578,-73.8123,78.67,78,23,1.79
333,Invermere,CA,2022-05-04 03:36:44,50.5167,-116.0354,47.26,79,100,2.75
334,Yabelo,ET,2022-05-04 03:36:44,4.8833,38.0833,58.33,90,77,5.64
335,Meulaboh,ID,2022-05-04 03:36:45,4.1363,96.1285,81.59,76,99,5.75
336,Litovko,RU,2022-05-04 03:36:45,49.2361,135.1742,52.41,44,32,10.42
337,Puerto El Triunfo,SV,2022-05-04 03:36:46,13.2833,-88.55,86.92,79,88,5.48
338,Terrace Bay,CA,2022-05-04 03:36:46,48.7834,-87.1,32.5,89,92,4.83
339,Zabid,YE,2022-05-04 03:36:46,14.1951,43.3152,84.49,69,6,1.99
340,Kosice,SK,2022-05-04 03:36:47,48.6667,21.3333,52.2,68,0,1.14
341,Hasaki,JP,2022-05-04 03:36:47,35.7333,140.8333,73.8,58,0,21.77
342,Atasu,KZ,2022-05-04 03:36:48,48.6814,71.6433,46.44,82,100,19.51
343,Sakaraha,MG,2022-05-04 03:36:48,-22.9,44.5333,64.31,80,0,3.69
344,Santa Cruz Del Sur,CU,2022-05-04 03:36:49,20.7147,-77.9956,77.52,77,21,4.41
345,Roma,US,2022-05-04 03:34:34,43.2128,-75.4557,59.09,89,100,11.5
346,Kindu,CD,2022-05-04 03:36:49,-2.95,25.95,70.16,98,100,1.92
347,Mahanoro,MG,2022-05-04 03:36:50,-19.9,48.8,72.7,82,55,6.85
348,Yei,SS,2022-05-04 03:36:50,4.095,30.6779,65.46,95,34,3.42
349,Riberalta,BO,2022-05-04 03:36:50,-10.9833,-66.1,69.84,97,99,6.6
350,Calama,CL,2022-05-04 03:36:51,-22.4667,-68.9333,43.29,52,0,17.27
351,La Romana,DO,2022-05-04 03:36:51,18.4273,-68.9728,75.56,94,20,0.0
352,Kaeo,NZ,2022-05-04 03:36:52,-35.1,173.7833,68.32,80,53,10.63
353,Angra Dos Reis,BR,2022-05-04 03:36:52,-23.0067,-44.3181,74.62,72,5,4.21
354,Boddam,GB,2022-05-04 03:36:53,57.4667,-1.7833,48.58,95,100,11.74
355,Arman,RU,2022-05-04 03:36:53,59.7,150.1667,41.02,69,44,6.73
356,Jumla,NP,2022-05-04 03:36:53,29.2747,82.1838,66.16,51,8,6.69
357,Khatanga,RU,2022-05-04 03:36:54,71.9667,102.5,21.97,94,100,8.46
358,Zeerust,ZA,2022-05-04 03:36:54,-25.5369,26.0751,56.1,66,1,2.71
359,Flinders,AU,2022-05-04 03:36:55,-34.5833,150.8552,79.18,56,21,8.01
360,Portland,US,2022-05-04 03:36:34,45.5234,-122.6762,55.99,70,23,5.01
361,Sao Felix Do Xingu,BR,2022-05-04 03:36:55,-6.6447,-51.995,72.81,90,95,1.41
362,Taitung,TW,2022-05-04 03:36:55,22.7583,121.1444,77.27,73,75,6.91
363,Saldanha,ZA,2022-05-04 03:36:56,-33.0117,17.9442,53.65,95,13,6.42
364,Jabinyanah,TN,2022-05-04 03:36:56,35.035,10.9081,64.2,83,2,3.96
365,Kouango,CF,2022-05-04 03:36:57,4.9934,19.9619,68.16,91,98,2.19
366,Fortuna,US,2022-05-04 03:36:57,40.5982,-124.1573,52.14,83,87,3.0
367,Simdega,IN,2022-05-04 03:34:17,22.6167,84.5167,94.03,36,8,8.37
368,Zlotow,PL,2022-05-04 03:36:58,53.3635,17.0408,43.14,59,96,7.02
369,Diamantino,BR,2022-05-04 03:36:58,-14.4086,-56.4461,66.69,91,99,8.46
370,Bud,US,2022-05-04 03:36:59,39.447,-86.1758,59.32,91,80,10.83
371,Boa Vista,BR,2022-05-04 03:36:59,2.8197,-60.6733,80.58,69,75,10.36
372,Changde,CN,2022-05-04 03:36:59,29.0464,111.6783,79.59,43,77,6.24
373,Lewiston,US,2022-05-04 03:37:00,44.1003,-70.2148,47.03,79,0,5.75
374,Quebec,CA,2022-05-04 03:34:52,46.8123,-71.2145,53.19,71,100,8.05
375,Vila Franca Do Campo,PT,2022-05-04 03:37:00,37.7167,-25.4333,63.19,78,100,3.13
376,Waddan,LY,2022-05-04 03:37:01,29.1614,16.139,62.96,45,42,9.35
377,Pryyutivka,UA,2022-05-04 03:37:01,48.7209,33.0708,51.53,74,49,5.21
378,Brigantine,US,2022-05-04 03:35:09,39.4101,-74.3646,50.2,95,100,11.5
379,Yurty,RU,2022-05-04 03:37:02,56.0498,97.6348,38.32,81,100,13.47
380,Najran,SA,2022-05-04 03:37:02,17.4924,44.1277,70.45,17,18,3.91
381,Lasa,IT,2022-05-04 03:37:02,46.6166,10.7002,49.08,91,100,1.1
382,Kavaratti,IN,2022-05-04 03:37:03,10.5669,72.642,85.8,68,100,9.95
383,Gillette,US,2022-05-04 03:34:18,44.2911,-105.5022,49.12,71,75,12.66
384,Nacogdoches,US,2022-05-04 03:37:03,31.6002,-94.6335,75.06,94,0,1.54
385,Salani,IN,2022-05-04 03:37:04,29.957,79.7127,80.89,35,0,5.28
386,Honiara,SB,2022-05-04 03:37:04,-9.4333,159.95,83.41,77,76,3.15
387,Bilibino,RU,2022-05-04 03:37:05,68.0546,166.4372,30.09,91,68,3.15
388,Derzhavinsk,KZ,2022-05-04 03:37:05,51.1,66.3167,51.85,34,86,15.43
389,San Patricio,US,2022-05-04 03:37:06,28.017,-97.5169,80.46,92,6,10.47
390,Caraballeda,VE,2022-05-04 03:37:06,10.6112,-66.8522,82.36,77,40,2.3
391,Tiel,NL,2022-05-04 03:37:07,51.8833,5.4333,47.1,93,64,4.25
392,Muros,ES,2022-05-04 03:37:07,42.7762,-9.0603,56.08,78,7,12.33
393,Umm Lajj,SA,2022-05-04 03:37:07,25.0213,37.2685,81.68,65,0,4.61
394,Ampanihy,MG,2022-05-04 03:37:08,-24.7,44.75,63.63,85,0,6.87
395,Bonavista,CA,2022-05-04 03:37:08,48.6499,-53.1147,36.23,97,100,15.05
396,Bauchi,NG,2022-05-04 03:37:09,10.5,10.0,81.18,50,99,2.1
397,Broken Hill,AU,2022-05-04 03:37:09,-31.95,141.4333,65.91,59,40,13.8
398,San Ramon,US,2022-05-04 03:37:10,37.7799,-121.978,68.83,58,0,6.91
399,Sakaiminato,JP,2022-05-04 03:37:10,35.55,133.2333,76.98,29,0,13.8
400,Hobyo,SO,2022-05-04 03:37:10,5.3505,48.5268,82.83,63,68,9.08
401,Carlsbad,US,2022-05-04 03:36:53,33.1581,-117.3506,61.38,81,100,6.91
402,Erzin,TR,2022-05-04 03:37:11,36.9559,36.2,68.56,65,73,5.84
403,Zhezkazgan,KZ,2022-05-04 03:37:11,47.8043,67.7144,48.18,93,100,17.9
404,Guiyang,CN,2022-05-04 03:37:12,26.5833,106.7167,73.89,40,0,6.71
405,Estrela,BR,2022-05-04 03:37:12,-28.0611,-50.9383,54.63,98,100,4.25
406,Zyryanka,RU,2022-05-04 03:37:13,65.75,150.85,37.13,84,63,7.18
407,Constantine,DZ,2022-05-04 03:37:13,36.365,6.6147,54.81,71,40,3.44
408,Ozu,JP,2022-05-04 03:37:13,33.5,132.55,62.22,54,41,9.44
409,Vao,NC,2022-05-04 03:37:14,-22.6667,167.4833,75.49,76,58,21.34
410,Varnamo,SE,2022-05-04 03:37:14,57.186,14.04,38.37,89,100,4.92
411,Haines Junction,CA,2022-05-04 03:37:15,60.7522,-137.5108,44.55,49,100,4.61
412,Benalla,AU,2022-05-04 03:37:15,-36.55,145.9833,67.86,41,20,8.86
413,Lufilufi,WS,2022-05-04 03:37:16,-13.8745,-171.5986,87.58,74,100,6.8
414,Saurimo,AO,2022-05-04 03:37:16,-9.6608,20.3916,61.34,70,37,5.08
415,Hami,CN,2022-05-04 03:37:16,42.8,93.45,85.89,8,73,5.46
416,Ajaccio,FR,2022-05-04 03:37:17,42.0,8.9167,51.85,76,0,5.75
417,Alice Springs,AU,2022-05-04 03:37:17,-23.7,133.8833,76.55,25,40,11.5
418,Itoman,JP,2022-05-04 03:37:18,26.1247,127.6694,73.42,78,75,11.5
419,Puerto Leguizamo,CO,2022-05-04 03:37:18,-0.1934,-74.7819,72.39,98,44,1.21
420,Taguatinga,BR,2022-05-04 03:37:19,-12.3857,-46.5711,74.28,57,59,3.13
421,Coahuayana,MX,2022-05-04 03:37:19,18.7333,-103.6833,72.27,79,70,3.06
422,Oistins,BB,2022-05-04 03:37:20,13.0667,-59.5333,78.89,83,40,13.8
423,Teguldet,RU,2022-05-04 03:37:20,57.3064,88.1667,43.54,46,8,7.99
424,Sfantu Gheorghe,RO,2022-05-04 03:37:21,45.8667,25.7833,50.67,84,100,0.94
425,Saint-Georges,GD,2022-05-04 03:37:21,12.0564,-61.7485,80.28,78,40,13.8
426,Aketi,CD,2022-05-04 03:37:22,2.7388,23.7833,70.54,96,100,1.1
427,Palana,RU,2022-05-04 03:37:22,59.1167,159.9667,30.22,83,100,6.91
428,Qarchi Gak,AF,2022-05-04 03:37:23,37.04,66.7889,75.78,44,100,11.39
429,Key Largo,US,2022-05-04 03:37:23,25.0865,-80.4473,78.98,66,8,7.76
430,Saint-Pierre,RE,2022-05-04 03:37:24,-21.3393,55.4781,74.91,53,20,5.75
431,Sungaipenuh,ID,2022-05-04 03:37:24,-2.0833,101.3833,71.11,85,99,3.04
432,Puerto Narino,CO,2022-05-04 03:37:25,-3.7703,-70.3831,74.86,90,100,2.51
433,Dudinka,RU,2022-05-04 03:37:25,69.4058,86.1778,20.62,89,97,6.8
434,Paamiut,GL,2022-05-04 03:37:25,61.994,-49.6678,24.8,82,93,13.73
435,Havelock,US,2022-05-04 03:37:26,34.8791,-76.9013,73.38,93,16,4.0
436,Tahta,EG,2022-05-04 03:37:26,26.7693,31.5021,72.32,55,47,15.43
437,Fort Nelson,CA,2022-05-04 03:37:27,58.8053,-122.7002,54.99,47,40,4.61
438,Oktyabrskoye,RU,2022-05-04 03:37:27,43.0645,44.7417,44.74,100,68,2.24
439,Barranco,PA,2022-05-04 03:37:28,9.5167,-82.7,77.14,92,100,2.82
440,Porto Novo,BJ,2022-05-04 03:37:28,6.4965,2.6036,82.22,87,99,4.63
441,Luderitz,NA,2022-05-04 03:37:29,-26.6481,15.1594,65.86,52,0,7.49
442,Stilling,DK,2022-05-04 03:37:29,56.0622,9.9882,43.09,88,24,1.57
443,Pulawy,PL,2022-05-04 03:37:29,51.4166,21.9694,49.75,77,98,5.35
444,Solnechnyy,RU,2022-05-04 03:37:30,50.7214,136.6319,41.79,70,82,5.14
445,Crotone,IT,2022-05-04 03:37:30,39.0851,17.1178,57.2,70,24,5.19
446,Newtownards,GB,2022-05-04 03:37:31,54.5924,-5.6909,53.55,92,100,9.22
447,Virginia Beach,US,2022-05-04 03:36:04,36.8529,-75.978,62.02,94,92,1.01
448,Cidreira,BR,2022-05-04 03:37:31,-30.1811,-50.2056,64.74,89,100,16.24
449,Vestmanna,FO,2022-05-04 03:37:32,62.1564,-7.1664,45.52,100,100,11.5
450,Vostok,RU,2022-05-04 03:37:32,46.4856,135.8833,47.26,67,100,2.1
451,Manta,EC,2022-05-04 03:37:32,-0.95,-80.7333,74.98,83,100,9.22
452,Bria,CF,2022-05-04 03:37:33,6.5423,21.9863,70.65,92,100,1.83
453,Povenets,RU,2022-05-04 03:37:33,62.8487,34.8262,28.74,73,26,8.77
454,Paraiso,CR,2022-05-04 03:37:34,9.8383,-83.8656,65.26,97,100,1.88
455,Srednekolymsk,RU,2022-05-04 03:37:34,67.45,153.6833,34.93,96,99,4.79
456,Marsa Matruh,EG,2022-05-04 03:37:34,31.3525,27.2453,61.59,79,10,13.73
457,Isangel,VU,2022-05-04 03:37:35,-19.55,169.2667,84.31,74,6,5.75
458,Hualmay,PE,2022-05-04 03:37:35,-11.0964,-77.6139,64.6,88,3,5.48
459,Balkanabat,TM,2022-05-04 03:37:36,39.5108,54.3671,65.73,68,87,4.7
460,Socorro,US,2022-05-04 03:37:36,31.6546,-106.3033,80.31,10,100,14.97
461,Dandong,CN,2022-05-04 03:34:44,40.1292,124.3947,67.78,55,2,17.6
462,Cumra,TR,2022-05-04 03:37:36,37.5732,32.7745,50.14,77,10,3.04
463,Tecoanapa,MX,2022-05-04 03:37:37,16.5167,-98.75,81.45,64,94,4.45
464,Cururupu,BR,2022-05-04 03:37:37,-1.8283,-44.8683,75.04,93,100,1.59
465,Beaverlodge,CA,2022-05-04 03:37:38,55.2166,-119.4361,51.15,73,100,8.34
466,Ajdabiya,LY,2022-05-04 03:37:38,30.7554,20.2263,58.03,74,0,4.99
467,Boende,CD,2022-05-04 03:37:39,-0.2167,20.8667,70.48,96,100,1.9
468,Chapais,CA,2022-05-04 03:37:39,49.7834,-74.8492,42.58,96,100,9.95
469,Anadyr,RU,2022-05-04 03:37:39,64.75,177.4833,28.9,74,40,13.42
470,Funadhoo,MV,2022-05-04 03:37:40,6.15,73.2667,86.13,67,96,12.21
471,Oktyabrskiy,RU,2022-05-04 03:37:40,54.4815,53.471,51.1,53,5,11.1
472,Batagay-Alyta,RU,2022-05-04 03:37:41,67.8006,130.4114,22.53,82,100,4.18
473,Cabo San Lucas,MX,2022-05-04 03:37:12,22.8909,-109.9124,74.5,66,49,3.0
474,Redlands,US,2022-05-04 03:36:07,34.0556,-117.1825,70.23,60,0,9.22
475,Phonhong,LA,2022-05-04 03:37:41,18.5007,102.4166,86.13,45,30,2.73
476,Kabanjahe,ID,2022-05-04 03:37:42,3.1001,98.4908,75.9,64,100,5.93
477,Guapore,BR,2022-05-04 03:37:42,-28.8456,-51.8903,58.71,100,100,4.97
478,Santa Cruz,BO,2022-05-04 03:37:43,-17.8,-63.1667,60.26,77,75,5.75
479,Mehamn,NO,2022-05-04 03:37:43,71.0357,27.8492,24.75,80,100,16.11
480,Nushki,PK,2022-05-04 03:37:44,29.5542,66.0215,80.01,25,0,4.94
481,Tiznit,MA,2022-05-04 03:37:45,29.5833,-9.5,52.9,85,85,11.77
482,Berdigestyakh,RU,2022-05-04 03:37:46,62.0989,126.6992,34.52,91,100,6.58
483,Bingol,TR,2022-05-04 03:37:46,38.8847,40.4939,52.52,85,59,4.25
484,Kununurra,AU,2022-05-04 03:37:46,-15.7667,128.7333,94.98,34,1,12.66
485,San Policarpo,PH,2022-05-04 03:37:47,12.1791,125.5072,84.22,70,31,8.84
486,Opuwo,NA,2022-05-04 03:37:47,-18.0607,13.84,58.93,54,0,6.08
487,Noyabrsk,RU,2022-05-04 03:37:48,63.1994,75.4507,34.03,81,100,24.43
488,Tambovka,RU,2022-05-04 03:37:48,50.0969,128.0489,53.76,47,100,18.97
489,Dire,ML,2022-05-04 03:37:48,12.2833,-10.9667,83.88,44,98,2.59
490,Half Moon Bay,US,2022-05-04 03:37:49,37.4636,-122.4286,66.11,76,0,17.27
491,Vila,PT,2022-05-04 03:37:49,42.0304,-8.1588,45.48,88,7,4.83
492,Oranjemund,NA,2022-05-04 03:37:50,-28.55,16.4333,58.39,74,0,2.71
493,Sinnamary,GF,2022-05-04 03:37:50,5.3833,-52.95,75.51,93,100,3.67
494,Hemel Hempstead,GB,2022-05-04 03:37:50,51.7537,-0.4752,51.94,90,75,4.61
495,Robertsport,LR,2022-05-04 03:37:51,6.7533,-11.3686,81.54,81,1,4.09
496,Poienile De Sub Munte,RO,2022-05-04 03:37:51,47.8167,24.4333,43.11,91,6,3.27
497,Kemi,FI,2022-05-04 03:37:52,65.8596,24.8228,26.37,63,0,4.61
498,Neverkino,RU,2022-05-04 03:37:52,52.7854,46.7417,49.84,61,100,11.9
499,Tigil,RU,2022-05-04 03:37:53,57.8,158.6667,35.96,73,77,2.68
500,Rawson,AR,2022-05-04 03:37:53,-43.3002,-65.1023,61.52,50,100,16.24
501,Hovd,MN,2022-05-04 03:37:54,48.0056,91.6419,58.55,39,54,10.89
502,Usinsk,RU,2022-05-04 03:37:54,65.9939,57.5281,34.61,92,80,16.46
503,Zemio,CF,2022-05-04 03:37:54,5.0314,25.1361,68.68,97,100,1.95
504,Matagami,CA,2022-05-04 03:37:55,49.7502,-77.6328,33.91,100,100,12.66
505,Oda,JP,2022-05-04 03:37:56,35.1833,132.5,70.57,61,1,8.9
506,Ozinki,RU,2022-05-04 03:37:56,51.1786,49.6769,53.04,42,8,4.9
507,Katsuura,JP,2022-05-04 03:37:56,35.1333,140.3,67.17,60,2,18.59
508,Klaksvik,FO,2022-05-04 03:37:57,62.2266,-6.589,47.32,91,100,14.45
509,Astoria,US,2022-05-04 03:36:18,46.1879,-123.8313,50.47,77,40,4.61
510,Solwezi,ZM,2022-05-04 03:37:57,-12.1688,26.3894,58.15,83,100,6.15
511,Constitucion,CL,2022-05-04 03:37:58,-35.3333,-72.4167,54.79,79,57,5.84
512,Upata,VE,2022-05-04 03:37:58,8.0086,-62.3989,76.19,84,95,5.66
513,Moron,AR,2022-05-04 03:37:59,-34.6534,-58.6198,53.35,92,0,3.76
514,Teya,RU,2022-05-04 03:37:59,60.3778,92.6267,34.79,77,99,10.25
515,Livramento,BR,2022-05-04 03:38:00,-3.0254,-60.1803,81.27,100,40,1.14
516,Baillif,GP,2022-05-04 03:38:00,16.0202,-61.7463,76.64,77,12,10.49
517,Serenje,ZM,2022-05-04 03:38:00,-13.2325,30.2352,52.63,98,67,7.47
518,Verkhnyaya Inta,RU,2022-05-04 03:38:01,65.9811,60.3094,37.22,92,100,12.66
519,Chany,RU,2022-05-04 03:38:02,55.3121,76.7647,51.71,39,0,1.7
520,Harper,LR,2022-05-04 03:38:02,4.375,-7.7169,80.11,80,2,5.1
521,Aranos,NA,2022-05-04 03:38:03,-24.1333,19.1167,57.18,46,27,9.48
522,Tacuarembo,UY,2022-05-04 03:36:26,-31.7333,-55.9833,47.64,94,1,4.81
523,Bartica,GY,2022-05-04 03:38:04,6.4,-58.6167,75.52,99,100,2.17
524,Sao Jose Da Coroa Grande,BR,2022-05-04 03:38:04,-8.8978,-35.1478,77.74,86,27,8.39
525,Kolosovka,RU,2022-05-04 03:38:05,56.4678,73.611,50.36,45,6,7.81
526,Nikolayevsk-Na-Amure,RU,2022-05-04 03:38:06,53.1406,140.73,40.39,73,93,5.66
527,Saint-Louis,SN,2022-05-04 03:38:06,16.3333,-15.0,71.24,63,79,9.31
528,Egvekinot,RU,2022-05-04 03:38:06,66.3167,-179.1667,21.04,82,29,12.44
529,Vuktyl,RU,2022-05-04 03:38:07,63.8567,57.3094,37.67,86,100,8.88
530,Yuxia,CN,2022-05-04 03:38:07,34.0615,108.6291,77.61,29,1,3.4
531,Nome,US,2022-05-04 03:38:08,64.5011,-165.4064,33.17,59,0,5.75
532,Puksoozero,RU,2022-05-04 03:38:08,62.5903,40.6066,28.35,87,100,10.58
533,Pyshchug,RU,2022-05-04 03:38:09,58.8873,45.7134,39.56,70,71,7.61
534,Merauke,ID,2022-05-04 03:38:09,-8.4667,140.3333,87.15,61,100,6.64
535,Los Llanos De Aridane,ES,2022-05-04 03:38:10,28.6585,-17.9182,62.35,79,100,17.27
536,Campbell River,CA,2022-05-04 03:38:10,50.0163,-125.2446,47.73,93,100,2.3
537,Letka,RU,2022-05-04 03:38:11,59.6011,49.4232,41.67,82,92,7.25
538,Pahrump,US,2022-05-04 03:38:11,36.2083,-115.9839,73.45,13,0,5.01
539,Nahrin,AF,2022-05-04 03:38:11,36.0649,69.1334,62.85,82,100,5.1
540,Bafoulabe,ML,2022-05-04 03:38:12,13.8065,-10.8321,89.28,33,96,2.8
541,Svetlaya,RU,2022-05-04 03:38:12,46.5389,138.3297,39.79,85,72,9.48
542,Surt,LY,2022-05-04 03:38:13,31.2089,16.5887,64.74,50,32,9.35
543,Santa Fe,AR,2022-05-04 03:37:17,-31.6333,-60.7,54.99,82,0,4.25
544,Kurilsk,RU,2022-05-04 03:38:13,45.2333,147.8833,39.0,96,100,4.25
545,Cockburn Town,TC,2022-05-04 03:38:14,21.4612,-71.1419,77.79,87,36,22.66
546,Bagdarin,RU,2022-05-04 03:38:14,54.4333,113.6,47.46,20,3,14.43
547,Burgos,ES,2022-05-04 03:38:15,42.3394,-3.7079,46.81,100,69,10.36
548,Mount Isa,AU,2022-05-04 03:38:15,-20.7333,139.5,85.77,28,0,9.22
549,San Jeronimo,PE,2022-05-04 03:38:15,-11.9472,-75.2829,45.95,88,75,2.98
550,Boca Do Acre,BR,2022-05-04 03:38:16,-8.7522,-67.3978,72.68,95,100,1.81
551,Sale,MA,2022-05-04 03:38:16,34.0389,-6.8166,56.08,100,75,5.75
552,Channel-Port Aux Basques,CA,2022-05-04 03:38:17,47.5702,-59.1367,40.41,87,76,2.42
553,Mmabatho,ZA,2022-05-04 03:38:17,-25.85,25.6333,53.56,87,0,2.3
554,Trujillo,PE,2022-05-04 03:38:17,-8.116,-79.03,64.36,88,40,6.91
555,Port Augusta,AU,2022-05-04 03:38:18,-32.5,137.7667,63.82,47,35,16.37
556,Sao Gotardo,BR,2022-05-04 03:35:20,-19.3111,-46.0489,61.63,53,71,3.36
557,Qidong,CN,2022-05-04 03:38:18,31.8128,121.6561,68.31,58,1,14.7
558,Micheweni,TZ,2022-05-04 03:38:19,-4.9667,39.8333,77.63,86,96,14.85
559,Larsnes,NO,2022-05-04 03:38:19,62.2028,5.5773,42.44,67,100,6.38
560,Saint Anthony,US,2022-05-04 03:38:20,45.0205,-93.218,51.69,59,0,5.75
561,Ternate,ID,2022-05-04 03:38:20,0.8,127.4,85.12,69,60,5.77
562,Piranhas,BR,2022-05-04 03:38:20,-16.4269,-51.8222,70.72,68,18,5.84
563,Lasem,ID,2022-05-04 03:38:21,-6.6922,111.4527,86.09,70,100,5.01
564,Paltin,RO,2022-05-04 03:38:21,45.7833,26.7167,50.27,69,100,3.13
565,Humboldt,US,2022-05-04 03:38:22,40.6665,-123.9178,43.34,97,95,1.97
