City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
562,Camacha,PT,60.22,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
564,Atambua,ID,84.42,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
565,Touba,CI,70.97,overcast clouds,8.2833,-7.6833,Hotel de L'Amitié Vraie
567,Kayankulam,IN,80.2,overcast clouds,9.1833,76.5,Hotel Indraprastha
570,Nouakchott,MR,71.53,clear sky,18.0858,-15.9785,HOTEL IMAN
573,Sao Paulo Do Potengi,BR,77.11,overcast clouds,-5.895,-35.7628,Pousada Santa Clara
575,Beipiao,CN,83.08,broken clouds,41.7919,120.7792,Beipiao Hotel
578,Dan Khun Thot,TH,84.33,overcast clouds,15.2085,101.7714,Sai Thong Hotel
579,Komsomolskiy,UZ,66.92,few clouds,40.4272,71.7189,Ikathouse
580,Palu,ID,90.03,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
582,Mayumba,GA,74.43,heavy intensity rain,-3.432,10.6554,LIKWALE LODGE
583,Tutoia,BR,78.44,overcast clouds,-2.7619,-42.2744,Pousada Guará's
584,Loiza,PR,79.07,few clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
586,Kinango,KE,72.48,broken clouds,-4.1372,39.3153,Legacy Hotel
587,Baherden,TM,70.11,clear sky,38.4362,57.4316,Legacy Hotel
588,Banos,EC,60.12,light rain,-1.4,-78.4167,Samari Spa Resort
589,Sur,OM,81.55,clear sky,22.5667,59.5289,Sur Plaza Hotel
591,Tiarei,PF,87.82,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
595,Porto Walter,BR,67.12,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
596,Miyazu,JP,77.2,clear sky,35.5333,135.1833,Seikiro
597,Marawi,PH,82.22,overcast clouds,7.9986,124.2928,Derogongan Residence
599,Tsiroanomandidy,MG,63.05,scattered clouds,-18.7667,46.0333,Hotel Ravinala
600,Pangai,TO,78.46,few clouds,-19.8,-174.35,Ha'apai Beach Resort
601,Havelock,US,72.97,overcast clouds,34.8791,-76.9013,Sherwood Motel
605,Flinders,AU,70.18,few clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
606,Celestun,MX,82.15,clear sky,20.8667,-90.4,Posada Lilia
607,Bow Island,CA,63.63,overcast clouds,49.8668,-111.3684,Silver Sage Motel
608,Amahai,ID,87.06,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
609,Kitob,UZ,65.71,clear sky,39.0843,66.8332,KESH HOTEL
610,Pathein,MM,87.94,few clouds,16.7833,94.7333,Pathein Hotel
612,Adrar,MR,76.42,clear sky,20.5022,-10.0711,Pathein Hotel
614,Progreso,MX,86.11,clear sky,21.2833,-89.6667,Playa Linda Hotel
616,Sibolga,ID,81.05,moderate rain,1.7427,98.7792,Hotel Syariah CN Darussalam
617,Virginia Beach,US,71.01,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
619,Bohemia,US,60.01,broken clouds,40.7693,-73.1151,La Quinta Inn & Suites by Wyndham Islip - MacArthur Airport
620,Rawson,AR,64.27,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
623,Tahta,EG,68.34,clear sky,26.7693,31.5021,فندق الزيات
624,Alghero,IT,60.89,moderate rain,40.5589,8.3181,Smy Carlos V Alghero
625,Tokonou,GN,73.87,overcast clouds,9.65,-9.7833,Smy Carlos V Alghero
626,Kushima,JP,71.62,overcast clouds,31.4583,131.2333,Hanaoka
627,Hobyo,SO,83.07,broken clouds,5.3505,48.5268,Iftin hotel hobyo
629,Misratah,LY,67.35,few clouds,32.3754,15.0925,Almasa Hotel
632,Santa Cruz De Tenerife,ES,65.62,broken clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
634,Pyapon,MM,88.72,few clouds,16.2833,95.6833,Aung Naing Thu Motel
636,Kizukuri,JP,75.11,few clouds,40.8061,140.3861,Kashiwa Roman-sō
640,Yavaros,MX,81.45,clear sky,26.7,-109.5167,Kashiwa Roman-sō
643,Sainte-Rose,GP,78.84,few clouds,16.3324,-61.6979,Villa - Duzer
644,Nabire,ID,87.08,broken clouds,-3.3667,135.4833,Hotel Nusantara I
645,Bequimao,BR,74.34,overcast clouds,-2.4489,-44.7825,Casa Dom Joaquim
646,Mizdah,LY,64.31,scattered clouds,31.4451,12.9801,محمدالمبروك الاريقط
647,Poya,NC,80.06,scattered clouds,-21.35,165.15,محمدالمبروك الاريقط
649,Mukhen,RU,64.15,overcast clouds,48.1,136.1,محمدالمبروك الاريقط
650,Panuco,MX,82.58,overcast clouds,22.05,-98.1667,Hotel Plaza
652,Chirongui,YT,80.53,overcast clouds,-12.9319,45.1483,La Villa Mahatsara
654,Aripuana,BR,72.03,broken clouds,-9.1667,-60.6333,La Villa Mahatsara
655,Cabedelo,BR,77.67,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
656,San Luis Rio Colorado,MX,90.34,clear sky,32.4631,-114.7767,HOTEL SAN ÁNGEL & SPA
658,Seoul,KR,70.99,few clouds,37.5683,126.9778,롯데호텔 서울
660,Mvangue,CM,67.24,overcast clouds,2.9667,11.5167,롯데호텔 서울
661,Palasa,IN,85.33,clear sky,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
662,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Alize Plage
663,Karratha,AU,80.71,clear sky,-20.7377,116.8463,ibis Styles Karratha
666,Chirilagua,SV,76.91,broken clouds,13.2203,-88.1386,Hogar De Espera Materno
669,Puerto Del Rosario,ES,65.95,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
674,Sao Joao Del Rei,BR,61.2,broken clouds,-21.1356,-44.2617,Solara Hotel
675,Plettenberg Bay,ZA,62.29,broken clouds,-34.0527,23.3716,Thanda Vista B&B
676,Acapulco,MX,80.42,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
678,Sibiti,CG,68.94,moderate rain,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
679,Shush,IR,81.52,broken clouds,32.1942,48.2436,Mosque Zaman (AS) Cultural promised -Kanvn
681,Tubuala,PA,81.55,overcast clouds,9.5167,-79.0333,Río Nabagana
682,San Joaquin,US,86.14,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
684,Saint-Louis,SN,75.79,clear sky,16.3333,-15.0,University Plaza Waterfront Hotel
686,Coracao De Maria,BR,70.0,clear sky,-12.2333,-38.75,Pousada de Dona Bó
689,Luau,AO,66.04,few clouds,-10.7073,22.2247,Casa- Bernardo Cândido
690,Gariaband,IN,90.3,scattered clouds,20.635,82.0614,हंसराज ट्रैक्टर
