City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
269,Garzon,CO,2.1959,-75.6278,68.72,92,98,2.8,overcast clouds
270,Three Hills,CA,51.7001,-113.2686,60.3,42,84,13.91,broken clouds
271,Crieff,GB,56.3727,-3.8389,48.74,86,100,3.53,overcast clouds
272,Inyonga,TZ,-6.7167,32.0667,60.21,86,16,4.81,few clouds
273,Morant Bay,JM,17.8815,-76.4093,82.02,86,7,9.37,clear sky
274,Stonewall,CA,50.1344,-97.3268,56.68,62,32,7.58,scattered clouds
275,Maceio,BR,-9.6658,-35.7353,78.24,88,20,2.3,few clouds
276,Harlingen,US,26.1906,-97.6961,82.31,87,100,18.41,overcast clouds
277,Antoniny,UA,49.8097,26.8771,38.43,70,100,6.51,overcast clouds
278,Soyo,AO,-6.1349,12.3689,78.66,89,100,4.16,overcast clouds
279,Faya,SA,18.3851,42.4509,66.85,61,4,1.83,clear sky
280,Harnai,PK,30.1005,67.9374,78.42,43,0,2.73,clear sky
281,Lazarev,RU,52.225,141.5131,33.75,92,100,25.41,overcast clouds
282,Fort Nelson,CA,58.8053,-122.7002,48.42,69,55,4.5,light rain
283,Tanabe,JP,33.7333,135.3667,69.06,58,100,5.08,overcast clouds
284,Ewa Beach,US,21.3156,-158.0072,84.15,56,75,19.57,broken clouds
285,Elat,IL,29.5581,34.9482,64.15,66,0,6.89,clear sky
286,Orocue,CO,4.7912,-71.3354,80.92,75,100,4.9,overcast clouds
287,Mayo,US,38.8876,-76.5119,66.76,93,0,1.01,mist
288,Gamba,GA,-2.65,10.0,74.07,94,100,5.91,light rain
289,Port-Gentil,GA,-0.7193,8.7815,78.19,87,100,14.16,overcast clouds
290,Ureki,GE,41.9956,41.7786,51.76,92,100,7.23,light rain
291,Tancheng,CN,27.4375,115.4976,78.64,55,2,1.23,clear sky
292,Urumqi,CN,43.801,87.6005,72.55,35,0,4.47,clear sky
293,Antalaha,MG,-14.9003,50.2788,74.48,79,37,10.0,scattered clouds
294,Quatre Cocos,MU,-20.2078,57.7625,76.08,82,45,19.37,light rain
295,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.99,96,100,4.23,light rain
296,Marsabit,KE,2.3284,37.9899,62.35,93,73,15.23,broken clouds
297,Alofi,NU,-19.0595,-169.9187,80.49,74,16,8.05,few clouds
298,Ouesso,CG,1.6136,16.0517,72.36,95,99,1.61,overcast clouds
299,Ambunti,PG,-4.2365,142.8448,82.99,75,100,2.42,overcast clouds
300,Mount Isa,AU,-20.7333,139.5,73.17,35,100,21.85,overcast clouds
301,Salinopolis,BR,-0.6136,-47.3561,77.97,88,98,6.49,overcast clouds
302,Constantine,DZ,36.365,6.6147,69.21,34,75,16.11,broken clouds
303,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.92,87,50,8.39,scattered clouds
304,Aquidauana,BR,-20.4711,-55.7872,58.23,78,0,4.27,clear sky
305,Touros,BR,-5.1989,-35.4608,76.12,93,99,11.01,light rain
306,Shenjiamen,CN,29.9576,122.298,64.67,81,27,7.74,scattered clouds
307,Pandan,PH,14.0453,124.1694,85.82,67,21,7.74,few clouds
308,Donskoye,RU,45.4552,41.9741,54.09,74,100,3.98,overcast clouds
309,Padang,ID,-0.9492,100.3543,82.45,68,75,1.99,broken clouds
310,Klyuchevskiy,RU,53.5317,119.4519,43.59,24,45,10.56,scattered clouds
311,Muli,MV,2.9167,73.5667,83.23,72,100,18.59,light rain
312,Stege,DK,54.987,12.2846,41.05,85,97,10.04,overcast clouds
313,Prieska,ZA,-29.6641,22.7474,63.41,38,0,3.24,clear sky
314,Dakar,SN,14.6937,-17.4441,70.68,85,0,13.38,clear sky
315,North Platte,US,41.1239,-100.7654,47.25,93,100,5.01,overcast clouds
316,Walvis Bay,NA,-22.9575,14.5053,69.1,31,0,9.48,clear sky
317,Manturovo,RU,58.3353,44.7619,29.32,79,93,6.29,overcast clouds
318,Livanatai,GR,38.7167,23.05,57.65,73,0,2.82,clear sky
319,Bogovarovo,RU,58.9785,47.0246,28.94,79,26,6.98,scattered clouds
320,Olean,US,42.0776,-78.4297,51.96,100,100,3.44,overcast clouds
321,Havoysund,NO,70.9963,24.6622,23.23,80,83,7.38,broken clouds
322,Martapura,ID,-3.4167,114.85,82.49,78,0,3.44,clear sky
323,Kahului,US,20.8947,-156.47,78.96,88,40,15.01,scattered clouds
324,Maiduguri,NG,11.8464,13.1603,87.12,38,61,7.27,broken clouds
325,Choma,ZM,-16.8065,26.9531,56.37,76,4,3.94,clear sky
326,Makakilo City,US,21.3469,-158.0858,82.72,55,75,19.57,broken clouds
327,Kigonsera,TZ,-10.8,35.05,56.34,92,59,2.95,broken clouds
328,Bundaberg,AU,-24.85,152.35,82.22,69,28,1.01,scattered clouds
329,Bandundu,CD,-3.3167,17.3667,73.49,89,99,2.08,overcast clouds
330,Dunedin,NZ,-45.8742,170.5036,59.81,70,11,11.01,few clouds
331,Taksimo,RU,56.3444,114.8794,37.67,41,100,9.1,overcast clouds
332,Okhotsk,RU,59.3833,143.3,32.97,89,100,13.42,overcast clouds
