City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
92,Puerto Ayora,EC,-0.7393,-90.3518,73.27,91,46,4.74,scattered clouds
93,Ashqelon,IL,31.6693,34.5715,62.49,75,5,11.95,clear sky
94,Veydelevka,RU,50.1521,38.4492,40.44,79,71,13.71,broken clouds
95,Assens,DK,55.2702,9.9008,40.89,76,87,6.62,overcast clouds
96,Zhigansk,RU,66.7697,123.3711,24.94,78,19,10.56,few clouds
97,Saint George,US,37.1041,-113.5841,74.62,22,0,14.97,clear sky
98,Husavik,IS,66.0449,-17.3389,31.33,93,100,2.06,overcast clouds
99,Farafangana,MG,-22.8167,47.8333,68.67,85,41,5.1,scattered clouds
100,Alugan,PH,12.2188,125.4808,82.22,82,59,9.8,broken clouds
101,Brigantine,US,39.4101,-74.3646,57.4,92,20,0.0,few clouds
102,Kavaratti,IN,10.5669,72.642,85.46,73,100,14.67,light rain
103,Floro,NO,61.5996,5.0328,44.56,93,100,8.05,overcast clouds
104,Saint-Philippe,RE,-21.3585,55.7679,74.79,86,41,14.32,light rain
105,Dargaville,NZ,-35.9333,173.8833,68.68,62,29,9.98,scattered clouds
106,Enshi,CN,30.3,109.4833,74.86,59,0,1.97,clear sky
107,Bonavista,CA,48.6499,-53.1147,37.29,92,100,12.82,overcast clouds
108,Sharan,RU,54.8167,54.0,47.16,90,100,6.31,overcast clouds
109,La Ronge,CA,55.1001,-105.2842,41.38,78,98,12.71,overcast clouds
110,Sept-Iles,CA,50.2001,-66.3821,37.06,94,25,8.43,scattered clouds
111,Manakara,MG,-22.1333,48.0167,68.29,85,54,5.57,broken clouds
112,Ilulissat,GL,69.2167,-51.1,15.82,62,75,0.0,broken clouds
113,Dikson,RU,73.5069,80.5464,28.4,91,100,19.3,light snow
114,Hervey Bay,AU,-25.2986,152.8535,74.8,76,9,4.56,clear sky
115,Qui Nhon,VN,13.7667,109.2333,80.91,75,100,12.17,overcast clouds
116,Cayenne,GF,4.9333,-52.3333,79.09,1,100,2.3,overcast clouds
117,Sao Filipe,CV,14.8961,-24.4956,71.96,80,11,4.52,few clouds
118,Bethanien,NA,-26.502,17.1583,61.83,35,0,6.29,clear sky
119,Vierzon,FR,47.2101,2.0625,48.79,94,15,4.68,few clouds
120,Faanui,PF,-16.4833,-151.75,81.73,75,31,10.71,light rain
121,Kenai,US,60.5544,-151.2583,55.02,35,75,12.66,broken clouds
122,Mar Del Plata,AR,-38.0023,-57.5575,55.94,70,100,14.0,overcast clouds
123,Atar,MR,20.5169,-13.0499,79.57,20,6,10.27,clear sky
124,Copiapo,CL,-27.3667,-70.3333,61.16,74,50,1.36,scattered clouds
125,Airai,TL,-8.9266,125.4092,74.82,55,100,4.05,overcast clouds
126,Ribeira Grande,PT,38.5167,-28.7,62.55,86,100,18.79,overcast clouds
127,Busselton,AU,-33.65,115.3333,59.11,49,0,16.37,clear sky
128,Kupang,ID,-10.1667,123.5833,84.96,71,86,8.86,overcast clouds
129,Cidreira,BR,-30.1811,-50.2056,65.97,77,100,12.53,overcast clouds
130,Bambous Virieux,MU,-20.3428,57.7575,76.21,81,34,19.93,light rain
131,Sovetskaya,RU,44.7769,41.1722,50.59,97,100,2.24,overcast clouds
132,Vestmannaeyjar,IS,63.4427,-20.2734,39.27,61,100,1.83,overcast clouds
133,Provideniya,RU,64.3833,-173.3,28.51,80,40,8.95,scattered clouds
134,Kedougou,SN,12.5579,-12.1743,90.68,35,91,3.04,overcast clouds
135,Camapua,BR,-19.5314,-54.0439,57.15,67,0,4.09,clear sky
136,Bom Despacho,BR,-19.7364,-45.2522,63.41,94,12,8.28,few clouds
137,Samarai,PG,-10.6167,150.6667,83.34,76,73,9.06,broken clouds
138,Lompoc,US,34.6391,-120.4579,71.78,87,20,10.36,mist
139,Severskaya,RU,44.8541,38.6769,51.58,98,100,3.0,overcast clouds
140,Hovd,MN,48.0056,91.6419,46.26,26,38,4.41,scattered clouds
141,Butaritari,KI,3.0707,172.7902,81.36,77,28,13.02,scattered clouds
142,Inta,RU,66.0317,60.1659,22.53,64,81,15.84,broken clouds
143,Macau,MO,22.2006,113.5461,83.86,73,20,6.91,few clouds
144,Dong Hoi,VN,17.4833,106.6,76.35,67,9,4.09,clear sky
145,Marsa Matruh,EG,31.3525,27.2453,61.97,78,0,14.47,clear sky
146,Korla,CN,41.7597,86.1469,78.62,24,100,12.59,overcast clouds
147,Roald,NO,62.5833,6.1333,48.76,87,75,23.02,light rain
148,Lata,PT,40.1629,-8.3327,54.07,76,6,3.11,clear sky
149,Ponca City,US,36.707,-97.0856,57.16,94,100,11.5,overcast clouds
150,Muisne,EC,0.6,-80.0333,75.67,86,94,8.37,overcast clouds
151,Swan Hill,AU,-35.3378,143.5544,56.59,45,11,8.39,few clouds
152,Nikolskoye,RU,59.7035,30.7861,38.8,64,94,6.87,overcast clouds
153,Lufilufi,WS,-13.8745,-171.5986,82.99,70,15,4.74,few clouds
154,Harper,LR,4.375,-7.7169,80.58,83,63,3.91,broken clouds
155,Baculin,PH,7.4525,126.5842,82.11,82,98,4.21,overcast clouds
156,Tilichiki,RU,60.4667,166.1,31.82,87,87,9.53,overcast clouds
157,Chabahar,IR,25.2919,60.643,79.74,76,0,1.77,clear sky
158,San Vicente,AR,-26.6167,-54.1333,57.24,99,100,2.37,overcast clouds
159,Flin Flon,CA,54.7682,-101.865,32.94,98,100,5.64,overcast clouds
160,Esmeralda,CU,21.8525,-78.1169,74.52,88,92,3.27,overcast clouds
161,Leningradskiy,RU,69.3833,178.4167,22.91,87,83,11.43,broken clouds
162,Mantua,IT,45.1667,10.7833,58.24,84,60,1.01,broken clouds
163,Huixquilucan,MX,19.3603,-99.3514,69.66,59,88,5.17,overcast clouds
164,Mehamn,NO,71.0357,27.8492,21.97,71,91,5.73,overcast clouds
165,Naze,JP,28.3667,129.4833,67.64,90,100,10.65,moderate rain
166,San Patricio,US,28.017,-97.5169,81.9,87,100,15.39,overcast clouds
167,Tabuk,PH,17.4189,121.4443,85.33,63,36,7.14,scattered clouds
168,Geraldton,AU,-28.7667,114.6,68.41,42,0,32.21,clear sky
169,Ambilobe,MG,-13.2,49.05,68.09,88,43,3.42,scattered clouds
170,Valparaiso,CL,-33.0393,-71.6273,57.47,89,100,0.0,overcast clouds
171,Krasnoselkup,RU,65.7,82.4667,36.93,93,100,23.02,overcast clouds
172,Lagoa,PT,39.05,-27.9833,61.16,87,100,19.55,overcast clouds
173,Bethel,US,41.3712,-73.414,57.36,89,63,4.99,broken clouds
174,Bilibino,RU,68.0546,166.4372,32.27,96,99,3.13,overcast clouds
175,Wiarton,CA,44.7407,-81.1332,43.03,78,9,3.58,clear sky
176,Berlevag,NO,70.8578,29.0864,22.8,65,100,6.22,overcast clouds
177,Codrington,AU,-38.2667,141.9667,54.77,59,92,7.92,overcast clouds
178,Kruisfontein,ZA,-34.0033,24.7314,58.89,89,89,4.85,overcast clouds
179,Gobabis,NA,-22.45,18.9667,54.12,46,0,9.46,clear sky
180,Hasaki,JP,35.7333,140.8333,79.29,70,100,14.47,overcast clouds
181,Fortuna,US,40.5982,-124.1573,55.92,85,20,6.91,few clouds
182,Kerema,PG,-7.9631,145.7785,79.54,81,100,3.71,moderate rain
183,Saint-Augustin,CA,51.226,-58.6502,36.03,92,100,11.81,overcast clouds
184,North Vernon,US,39.0062,-85.6236,57.85,81,100,5.48,overcast clouds
185,Kirkwood,US,38.5834,-90.4068,57.7,84,98,5.99,overcast clouds
186,Rocha,UY,-34.4833,-54.3333,52.05,93,0,4.74,clear sky
187,Sabha,LY,27.0377,14.4283,73.04,20,24,19.28,few clouds
188,San Quintin,MX,30.4833,-115.95,61.74,76,0,8.16,clear sky
189,Alice Springs,AU,-23.7,133.8833,60.35,51,75,16.11,broken clouds
190,Umm Kaddadah,SD,13.6017,26.6876,78.37,48,11,1.77,few clouds
191,Katsuura,JP,35.1333,140.3,68.99,70,100,12.77,overcast clouds
192,Tsaratanana,MG,-16.7833,47.65,66.0,75,2,10.67,clear sky
193,Kununurra,AU,-15.7667,128.7333,89.58,31,8,13.8,clear sky
194,Saskylakh,RU,71.9167,114.0833,27.57,90,100,6.58,overcast clouds
195,Olafsvik,IS,64.8945,-23.7142,36.25,61,98,5.55,overcast clouds
196,Traipu,BR,-9.9706,-37.0033,73.38,95,92,3.58,overcast clouds
197,Salalah,OM,17.0151,54.0924,79.45,78,2,3.09,clear sky
198,Clyde River,CA,70.4692,-68.5914,18.64,83,100,4.76,overcast clouds
199,Coari,BR,-4.085,-63.1414,73.47,98,93,3.06,overcast clouds
200,Booue,GA,-0.0921,11.9385,73.04,99,100,0.94,overcast clouds
201,Warragul,AU,-38.1667,145.9333,56.98,74,31,4.0,scattered clouds
202,Sarauli,IN,28.5,79.1,86.2,37,26,5.17,scattered clouds
203,Bratsk,RU,56.1325,101.6142,39.69,45,4,3.8,clear sky
204,Atalanti,GR,38.6511,22.9992,56.01,76,0,2.77,clear sky
205,Sabang,ID,5.8933,95.3214,82.53,77,100,16.11,overcast clouds
206,Axim,GH,4.8699,-2.2405,79.84,86,100,5.35,light rain
207,Alvorada,BR,-12.48,-49.1247,76.15,67,0,2.71,clear sky
208,Aksarka,RU,66.5606,67.7975,20.66,81,3,12.59,clear sky
209,Holme,DK,56.1138,10.1725,39.18,86,100,6.22,overcast clouds
210,Torbay,CA,47.6666,-52.7314,40.75,89,100,8.01,overcast clouds
211,Riyadh,SA,24.6877,46.7219,84.43,16,0,7.83,clear sky
212,Kaitangata,NZ,-46.2817,169.8464,63.68,55,11,1.7,few clouds
213,Inhambane,MZ,-23.865,35.3833,67.24,88,12,6.15,few clouds
214,Chicama,PE,-7.8447,-79.1469,67.77,80,55,6.64,broken clouds
215,Tuatapere,NZ,-46.1333,167.6833,64.42,69,99,4.92,overcast clouds
216,Ancud,CL,-41.8697,-73.8203,53.82,98,100,6.35,overcast clouds
217,Sambava,MG,-14.2667,50.1667,73.6,82,74,12.44,broken clouds
218,Trujillo,PE,-8.116,-79.03,66.78,86,83,7.94,broken clouds
219,Sechura,PE,-5.5569,-80.8222,69.15,75,73,17.09,broken clouds
220,Iisalmi,FI,63.5592,27.1907,26.8,89,100,3.11,overcast clouds
221,Santa Maria,BR,-29.6842,-53.8069,57.47,97,45,4.97,scattered clouds
222,Vaitape,PF,-16.5167,-151.75,81.75,75,36,10.8,light rain
223,Sarab,IR,38.6066,44.9883,54.45,82,0,0.58,clear sky
224,Qiongshan,CN,20.0058,110.3542,78.44,74,17,11.81,few clouds
225,Iqaluit,CA,63.7506,-68.5145,1.99,85,11,7.7,few clouds
226,Umm Lajj,SA,25.0213,37.2685,77.23,69,2,9.53,clear sky
227,Talnakh,RU,69.4865,88.3972,32.85,99,100,18.23,snow
228,Sinop,TR,41.7711,34.8709,44.8,94,100,6.08,overcast clouds
229,Tabou,CI,4.423,-7.3528,80.67,82,73,3.8,broken clouds
230,Sitka,US,57.0531,-135.33,44.49,70,100,9.22,light rain
231,Lashio,MM,22.9333,97.75,66.06,87,99,1.79,overcast clouds
232,Anloga,GH,5.7947,0.8973,82.08,80,100,6.22,light rain
233,Meadow Lake,US,34.8014,-106.5436,61.95,14,2,17.34,clear sky
234,Dauriya,RU,49.9333,116.8667,45.88,29,100,20.04,overcast clouds
235,Mattru,SL,7.6244,-11.8332,77.77,92,81,0.36,light rain
236,Broome,US,42.2506,-75.833,55.2,92,100,10.36,overcast clouds
237,Sorokino,RU,53.75,84.9167,45.63,35,100,9.06,overcast clouds
238,Gwadar,PK,25.1216,62.3254,79.14,71,0,2.89,clear sky
239,Okahandja,NA,-21.9833,16.9167,53.53,40,0,7.92,clear sky
240,Liverpool,GB,53.4106,-2.9779,51.78,88,75,6.91,broken clouds
241,Bago,MM,17.3367,96.4797,89.74,46,31,2.93,scattered clouds
242,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,75,11.5,broken clouds
243,Clarksdale,US,34.2001,-90.5709,73.38,88,100,8.05,overcast clouds
244,Sobolevo,RU,54.4299,31.8996,31.48,59,11,2.64,few clouds
245,Hambantota,LK,6.1241,81.1185,79.14,100,20,3.44,few clouds
246,Catuday,PH,16.2923,119.8062,83.44,65,89,5.21,overcast clouds
247,Edgewater,US,28.9889,-80.9023,76.12,83,0,11.5,clear sky
248,Les Cayes,HT,18.2,-73.75,78.03,84,44,5.93,scattered clouds
249,San Nicolas,PH,18.1725,120.5953,87.24,61,82,7.9,moderate rain
250,Upernavik,GL,72.7868,-56.1549,2.52,94,7,6.33,clear sky
251,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,79,100,6.89,overcast clouds
252,Lerwick,GB,60.1545,-1.1494,46.4,78,100,13.98,overcast clouds
253,Palafrugell,ES,41.9174,3.1631,63.43,42,100,11.01,overcast clouds
254,Namtsy,RU,62.7161,129.6658,34.21,99,100,8.75,light snow
255,Quelimane,MZ,-17.8786,36.8883,67.14,96,37,4.12,light rain
256,Terrak,NO,65.087,12.3715,44.47,96,100,8.57,light rain
257,Roscrea,IE,52.9511,-7.8017,46.89,90,99,3.6,overcast clouds
258,Nome,US,64.5011,-165.4064,41.16,80,0,5.75,clear sky
259,Labuhan,ID,-6.8844,112.2051,83.37,73,100,6.4,overcast clouds
260,Ayagoz,KZ,47.9714,80.4392,54.68,35,100,9.78,overcast clouds
261,Cockburn Town,TC,21.4612,-71.1419,77.65,85,0,21.97,clear sky
262,Zhanaozen,KZ,43.3,52.8,61.07,31,3,13.65,clear sky
263,Benemerito De Las Americas,MX,16.5167,-90.6439,79.88,77,99,2.73,overcast clouds
264,Buraydah,SA,26.326,43.975,85.19,17,87,9.06,overcast clouds
265,Lianzhou,CN,24.7811,112.3825,78.55,59,100,1.16,overcast clouds
266,Ovalle,CL,-30.5983,-71.2003,61.43,73,16,2.82,few clouds
267,Nuuk,GL,64.1835,-51.7216,21.81,86,55,12.66,broken clouds
268,Kande,TG,9.9578,1.0447,78.49,68,100,3.47,overcast clouds
